timestamp,order_id,client_id,perm_id,con_id,symbol,action,size,order_type,lmt_price
29/03/2022 21:10:46,39,1,636649758,12087792,EUR,SELL,1,MKT,0
29/03/2022 21:23:39,44,1,636649758,12087792,EUR,BUY,1,MKT,0
29/03/2022 21:23:53,44,1,636649758,15016138,AUD,BUY,1,MKT,0
29/03/2022 21:28:03,53,1,636649789,12087792,EUR,BUY,1,MKT,0
